Name;Smiles;Inchi;CasRN;MeltingPoint;BoilingPoint;WaterSolubility_mg_mL;LogP;Ref;ppm_exp;n_peaks_exp;multiplicity_exp;n_Hs_exp;atom_number_exp;peak_centers_exp;ExperimentalConditions;ppm_pred;n_peaks_pred;multiplicity_pred;n_Hs_pred;atom_number_pred;peak_centers_pred;predCondition
TG(i-15:0/a-17:0/a-25:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C60H116O6/c1-7-55(5)47-41-35-29-23-17-15-13-11-9-10-12-14-16-18-25-31-37-43-49-58(61)64-52-57(53-65-59(62)50-44-38-32-27-21-22-28-34-40-46-54(3)4)66-60(63)51-45-39-33-26-20-19-24-30-36-42-48-56(6)8-2/h54-57H,7-53H2,1-6H3/t55?,56?,57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102345;;;;;;;;;;;;;;
TG(a-15:0/17:0/a-25:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C60H116O6/c1-6-9-10-11-12-13-14-15-23-27-30-37-42-47-52-60(63)66-57(54-65-59(62)51-46-41-36-32-31-34-39-44-49-56(5)8-3)53-64-58(61)50-45-40-35-29-26-24-21-19-17-16-18-20-22-25-28-33-38-43-48-55(4)7-2/h55-57H,6-54H2,1-5H3/t55?,56?,57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102346;;;;;;;;;;;;;;
TG(a-15:0/a-17:0/a-25:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C60H116O6/c1-7-54(4)46-40-34-28-22-18-16-14-12-10-11-13-15-17-19-24-31-37-43-49-58(61)64-52-57(53-65-59(62)50-44-38-32-27-26-30-36-42-48-56(6)9-3)66-60(63)51-45-39-33-25-21-20-23-29-35-41-47-55(5)8-2/h54-57H,7-53H2,1-6H3/t54?,55?,56?,57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102347;;;;;;;;;;;;;;
TG(i-15:0/i-17:0/a-25:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C60H116O6/c1-7-56(6)48-42-36-30-24-18-14-12-10-8-9-11-13-15-19-25-31-37-43-49-58(61)64-52-57(53-65-59(62)50-44-38-32-27-21-23-29-35-41-47-55(4)5)66-60(63)51-45-39-33-26-20-16-17-22-28-34-40-46-54(2)3/h54-57H,7-53H2,1-6H3/t56?,57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102348;;;;;;;;;;;;;;
TG(15:0/i-17:0/a-25:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C60H116O6/c1-6-8-9-10-11-12-13-25-30-35-40-45-50-58(61)64-53-57(66-60(63)52-47-42-37-32-27-22-23-28-33-38-43-48-55(3)4)54-65-59(62)51-46-41-36-31-26-21-19-17-15-14-16-18-20-24-29-34-39-44-49-56(5)7-2/h55-57H,6-54H2,1-5H3/t56?,57-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102349;;;;;;;;;;;;;;
TG(a-15:0/i-17:0/a-25:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C60H116O6/c1-7-55(5)47-41-35-29-23-19-15-13-11-9-10-12-14-16-20-24-31-37-43-49-58(61)64-52-57(53-65-59(62)50-44-38-32-27-26-30-36-42-48-56(6)8-2)66-60(63)51-45-39-33-25-21-17-18-22-28-34-40-46-54(3)4/h54-57H,7-53H2,1-6H3/t55?,56?,57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102350;;;;;;;;;;;;;;
TG(i-15:0/17:0/a-25:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C60H116O6/c1-6-8-9-10-11-12-13-14-22-26-31-37-42-47-52-60(63)66-57(54-65-59(62)51-46-41-36-32-27-28-33-38-43-48-55(3)4)53-64-58(61)50-45-40-35-30-25-23-20-18-16-15-17-19-21-24-29-34-39-44-49-56(5)7-2/h55-57H,6-54H2,1-5H3/t56?,57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102351;;;;;;;;;;;;;;
TG(15:0/17:0/a-25:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C60H116O6/c1-5-8-10-12-14-16-18-20-28-33-37-41-45-49-53-60(63)66-57(54-64-58(61)51-47-43-39-35-31-19-17-15-13-11-9-6-2)55-65-59(62)52-48-44-40-36-32-29-26-24-22-21-23-25-27-30-34-38-42-46-50-56(4)7-3/h56-57H,5-55H2,1-4H3/t56?,57-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102352;;;;;;;;;;;;;;
TG(15:0/i-18:0/8:0);[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C44H84O6/c1-5-7-9-11-12-13-14-18-21-24-28-32-36-43(46)49-39-41(38-48-42(45)35-31-26-10-8-6-2)50-44(47)37-33-29-25-22-19-16-15-17-20-23-27-30-34-40(3)4/h40-41H,5-39H2,1-4H3/t41-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102353;;;;;;;;;;;;;;
TG(a-15:0/18:0/8:0)[rac];[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C44H84O6/c1-5-8-10-12-13-14-15-16-17-18-19-20-25-29-33-37-44(47)50-41(38-48-42(45)35-31-26-11-9-6-2)39-49-43(46)36-32-28-24-22-21-23-27-30-34-40(4)7-3/h40-41H,5-39H2,1-4H3/t40?,41-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102354;;;;;;;;;;;;;;
TG(a-15:0/i-18:0/8:0)[rac];[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C44H84O6/c1-6-8-9-22-29-34-42(45)48-37-41(38-49-43(46)35-30-25-20-17-16-19-24-28-33-40(5)7-2)50-44(47)36-31-26-21-15-13-11-10-12-14-18-23-27-32-39(3)4/h39-41H,6-38H2,1-5H3/t40?,41-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102355;;;;;;;;;;;;;;
TG(i-15:0/i-18:0/8:0);[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C44H84O6/c1-6-7-8-22-29-34-42(45)48-37-41(38-49-43(46)35-30-25-20-17-13-15-19-24-28-33-40(4)5)50-44(47)36-31-26-21-16-12-10-9-11-14-18-23-27-32-39(2)3/h39-41H,6-38H2,1-5H3/t41-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102356;;;;;;;;;;;;;;
TG(i-15:0/18:0/8:0);[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C44H84O6/c1-5-7-9-11-12-13-14-15-16-17-18-21-25-29-33-37-44(47)50-41(38-48-42(45)35-31-26-10-8-6-2)39-49-43(46)36-32-28-24-22-19-20-23-27-30-34-40(3)4/h40-41H,5-39H2,1-4H3/t41-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102357;;;;;;;;;;;;;;
TG(15:0/i-18:0/10:0);[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C46H88O6/c1-5-7-9-11-13-14-15-19-22-26-30-34-38-45(48)51-41-43(40-50-44(47)37-33-29-24-12-10-8-6-2)52-46(49)39-35-31-27-23-20-17-16-18-21-25-28-32-36-42(3)4/h42-43H,5-41H2,1-4H3/t43-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102359;;;;;;;;;;;;;;
TG(a-15:0/18:0/10:0)[rac];[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C46H88O6/c1-5-8-10-12-14-15-16-17-18-19-20-21-27-31-35-39-46(49)52-43(40-50-44(47)37-33-29-24-13-11-9-6-2)41-51-45(48)38-34-30-26-23-22-25-28-32-36-42(4)7-3/h42-43H,5-41H2,1-4H3/t42?,43-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102360;;;;;;;;;;;;;;
TG(a-15:0/i-18:0/10:0)[rac];[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C46H88O6/c1-6-8-9-10-19-26-31-36-44(47)50-39-43(40-51-45(48)37-32-27-22-18-17-21-25-30-35-42(5)7-2)52-46(49)38-33-28-23-16-14-12-11-13-15-20-24-29-34-41(3)4/h41-43H,6-40H2,1-5H3/t42?,43-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102361;;;;;;;;;;;;;;
TG(i-15:0/i-18:0/10:0);[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C46H88O6/c1-6-7-8-9-19-26-31-36-44(47)50-39-43(40-51-45(48)37-32-27-22-18-14-16-21-25-30-35-42(4)5)52-46(49)38-33-28-23-17-13-11-10-12-15-20-24-29-34-41(2)3/h41-43H,6-40H2,1-5H3/t43-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102362;;;;;;;;;;;;;;
TG(i-15:0/18:0/10:0);[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C46H88O6/c1-5-7-9-11-13-14-15-16-17-18-19-22-27-31-35-39-46(49)52-43(40-50-44(47)37-33-29-24-12-10-8-6-2)41-51-45(48)38-34-30-26-23-20-21-25-28-32-36-42(3)4/h42-43H,5-41H2,1-4H3/t43-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102363;;;;;;;;;;;;;;
TG(15:0/18:0/10:0);[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C46H88O6/c1-4-7-10-13-16-18-20-22-23-24-26-28-31-34-37-40-46(49)52-43(41-50-44(47)38-35-32-29-15-12-9-6-3)42-51-45(48)39-36-33-30-27-25-21-19-17-14-11-8-5-2/h43H,4-42H2,1-3H3/t43-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102364;;;;;;;;;;;;;;
TG(15:0/i-18:0/12:0);[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C48H92O6/c1-5-7-9-11-13-15-16-20-24-28-32-36-40-47(50)53-43-45(42-52-46(49)39-35-31-27-22-14-12-10-8-6-2)54-48(51)41-37-33-29-25-21-18-17-19-23-26-30-34-38-44(3)4/h44-45H,5-43H2,1-4H3/t45-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102365;;;;;;;;;;;;;;
TG(a-15:0/18:0/12:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C48H92O6/c1-5-8-10-12-14-16-17-18-19-20-21-23-29-33-37-41-48(51)54-45(42-52-46(49)39-35-31-27-22-15-13-11-9-6-2)43-53-47(50)40-36-32-28-25-24-26-30-34-38-44(4)7-3/h44-45H,5-43H2,1-4H3/t44?,45-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102366;;;;;;;;;;;;;;
TG(a-15:0/18:0/i-12:0)[rac];[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C48H92O6/c1-6-8-9-10-11-12-13-14-15-16-17-18-23-30-35-40-48(51)54-45(42-53-47(50)39-34-29-25-24-26-31-36-43(3)4)41-52-46(49)38-33-28-22-20-19-21-27-32-37-44(5)7-2/h43-45H,6-42H2,1-5H3/t44?,45-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102367;;;;;;;;;;;;;;
TG(a-15:0/i-18:0/12:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C48H92O6/c1-6-8-9-10-11-16-23-28-33-38-46(49)52-41-45(42-53-47(50)39-34-29-24-20-19-22-27-32-37-44(5)7-2)54-48(51)40-35-30-25-18-15-13-12-14-17-21-26-31-36-43(3)4/h43-45H,6-42H2,1-5H3/t44?,45-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102369;;;;;;;;;;;;;;
TG(i-15:0/18:0/i-12:0);[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C48H92O6/c1-6-7-8-9-10-11-12-13-14-15-16-19-23-30-35-40-48(51)54-45(42-53-47(50)39-34-29-25-24-27-32-37-44(4)5)41-52-46(49)38-33-28-22-20-17-18-21-26-31-36-43(2)3/h43-45H,6-42H2,1-5H3/t45-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102370;;;;;;;;;;;;;;
TG(15:0/i-18:0/i-12:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C48H92O6/c1-6-7-8-9-10-11-12-16-19-22-28-33-38-46(49)52-41-45(42-53-47(50)39-34-29-25-24-27-32-37-44(4)5)54-48(51)40-35-30-23-20-17-14-13-15-18-21-26-31-36-43(2)3/h43-45H,6-42H2,1-5H3/t45-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102371;;;;;;;;;;;;;;
TG(i-15:0/i-18:0/12:0);[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C48H92O6/c1-6-7-8-9-10-16-23-28-33-38-46(49)52-41-45(42-53-47(50)39-34-29-24-20-15-18-22-27-32-37-44(4)5)54-48(51)40-35-30-25-19-14-12-11-13-17-21-26-31-36-43(2)3/h43-45H,6-42H2,1-5H3/t45-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102372;;;;;;;;;;;;;;
TG(i-15:0/i-18:0/i-12:0);[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C48H92O6/c1-42(2)34-28-22-16-12-9-7-8-10-14-19-27-33-39-48(51)54-45(41-53-47(50)38-32-26-21-20-24-30-36-44(5)6)40-52-46(49)37-31-25-18-15-11-13-17-23-29-35-43(3)4/h42-45H,7-41H2,1-6H3/t45-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102373;;;;;;;;;;;;;;
TG(15:0/18:0/12:0);[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C48H92O6/c1-4-7-10-13-16-19-21-23-24-25-27-30-33-36-39-42-48(51)54-45(43-52-46(49)40-37-34-31-28-18-15-12-9-6-3)44-53-47(50)41-38-35-32-29-26-22-20-17-14-11-8-5-2/h45H,4-44H2,1-3H3/t45-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102375;;;;;;;;;;;;;;
TG(15:0/18:0/i-12:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C48H92O6/c1-5-7-9-11-13-15-17-19-20-21-23-25-27-33-37-41-48(51)54-45(43-53-47(50)40-36-32-29-28-30-34-38-44(3)4)42-52-46(49)39-35-31-26-24-22-18-16-14-12-10-8-6-2/h44-45H,5-43H2,1-4H3/t45-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102376;;;;;;;;;;;;;;
TG(a-15:0/18:0/13:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C49H94O6/c1-5-8-10-12-14-16-18-19-20-21-22-24-30-34-38-42-49(52)55-46(43-53-47(50)40-36-32-28-23-17-15-13-11-9-6-2)44-54-48(51)41-37-33-29-26-25-27-31-35-39-45(4)7-3/h45-46H,5-44H2,1-4H3/t45?,46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102379;;;;;;;;;;;;;;
TG(a-15:0/18:0/i-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C49H94O6/c1-6-8-9-10-11-12-13-14-15-16-17-18-25-31-36-41-49(52)55-46(43-54-48(51)40-35-30-26-21-22-27-32-37-44(3)4)42-53-47(50)39-34-29-24-20-19-23-28-33-38-45(5)7-2/h44-46H,6-43H2,1-5H3/t45?,46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102380;;;;;;;;;;;;;;
TG(a-15:0/i-18:0/i-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-7-45(6)37-31-25-19-14-15-20-26-32-38-47(50)53-41-46(42-54-48(51)39-33-27-22-16-18-24-30-36-44(4)5)55-49(52)40-34-28-21-13-11-9-8-10-12-17-23-29-35-43(2)3/h43-46H,7-42H2,1-6H3/t45?,46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102381;;;;;;;;;;;;;;
TG(a-15:0/i-18:0/13:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-6-8-9-10-11-12-18-24-29-34-39-47(50)53-42-46(43-54-48(51)40-35-30-25-21-20-23-28-33-38-45(5)7-2)55-49(52)41-36-31-26-19-16-14-13-15-17-22-27-32-37-44(3)4/h44-46H,6-43H2,1-5H3/t45?,46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102382;;;;;;;;;;;;;;
TG(i-15:0/18:0/i-13:0);[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C49H94O6/c1-6-7-8-9-10-11-12-13-14-15-16-19-25-31-36-41-49(52)55-46(43-54-48(51)40-35-30-26-21-23-28-33-38-45(4)5)42-53-47(50)39-34-29-24-20-17-18-22-27-32-37-44(2)3/h44-46H,6-43H2,1-5H3/t46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102383;;;;;;;;;;;;;;
TG(i-15:0/i-18:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-7-45(6)37-31-25-21-22-27-33-39-48(51)54-42-46(41-53-47(50)38-32-26-19-16-12-14-18-24-30-36-44(4)5)55-49(52)40-34-28-20-15-11-9-8-10-13-17-23-29-35-43(2)3/h43-46H,7-42H2,1-6H3/t45?,46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102384;;;;;;;;;;;;;;
TG(15:0/i-18:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-6-8-9-10-11-12-13-17-20-23-29-34-39-47(50)53-42-46(43-54-48(51)40-35-30-26-25-28-33-38-45(5)7-2)55-49(52)41-36-31-24-21-18-15-14-16-19-22-27-32-37-44(3)4/h44-46H,6-43H2,1-5H3/t45?,46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102385;;;;;;;;;;;;;;
TG(a-15:0/i-18:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-7-44(5)36-30-24-18-15-16-19-26-32-38-47(50)53-41-46(42-54-48(51)39-33-27-22-21-25-31-37-45(6)8-2)55-49(52)40-34-28-20-14-12-10-9-11-13-17-23-29-35-43(3)4/h43-46H,7-42H2,1-6H3/t44?,45?,46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102386;;;;;;;;;;;;;;
TG(15:0/i-18:0/i-13:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-6-7-8-9-10-11-12-16-19-24-29-34-39-47(50)53-42-46(43-54-48(51)40-35-30-26-21-23-28-33-38-45(4)5)55-49(52)41-36-31-25-20-17-14-13-15-18-22-27-32-37-44(2)3/h44-46H,6-43H2,1-5H3/t46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102387;;;;;;;;;;;;;;
TG(i-15:0/i-18:0/13:0);[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-6-7-8-9-10-11-19-24-29-34-39-47(50)53-42-46(43-54-48(51)40-35-30-25-21-16-18-23-28-33-38-45(4)5)55-49(52)41-36-31-26-20-15-13-12-14-17-22-27-32-37-44(2)3/h44-46H,6-43H2,1-5H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102388;;;;;;;;;;;;;;
TG(i-15:0/18:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C49H94O6/c1-6-8-9-10-11-12-13-14-15-16-17-20-24-31-36-41-49(52)55-46(43-54-48(51)40-35-30-26-25-28-33-38-45(5)7-2)42-53-47(50)39-34-29-23-21-18-19-22-27-32-37-44(3)4/h44-46H,6-43H2,1-5H3/t45?,46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102389;;;;;;;;;;;;;;
TG(i-15:0/i-18:0/i-13:0);[H][C@](COC(=O)CCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-43(2)35-29-23-17-12-9-7-8-10-14-21-28-34-40-49(52)55-46(42-54-48(51)39-33-27-22-16-19-25-31-37-45(5)6)41-53-47(50)38-32-26-20-15-11-13-18-24-30-36-44(3)4/h43-46H,7-42H2,1-6H3/t46-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102390;;;;;;;;;;;;;;
TG(i-15:0/18:0/13:0);[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C49H94O6/c1-5-7-9-11-13-15-17-18-19-20-21-25-30-34-38-42-49(52)55-46(43-53-47(50)40-36-32-28-24-16-14-12-10-8-6-2)44-54-48(51)41-37-33-29-26-22-23-27-31-35-39-45(3)4/h45-46H,5-44H2,1-4H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102391;;;;;;;;;;;;;;
TG(15:0/18:0/13:0);[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC;InChI=1S/C49H94O6/c1-4-7-10-13-16-19-22-24-25-26-28-31-34-37-40-43-49(52)55-46(44-53-47(50)41-38-35-32-29-21-18-15-12-9-6-3)45-54-48(51)42-39-36-33-30-27-23-20-17-14-11-8-5-2/h46H,4-45H2,1-3H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102392;;;;;;;;;;;;;;
