Name;Smiles;Inchi;CasRN;MeltingPoint;BoilingPoint;WaterSolubility_mg_mL;LogP;Ref;ppm_exp;n_peaks_exp;multiplicity_exp;n_Hs_exp;atom_number_exp;peak_centers_exp;ExperimentalConditions;ppm_pred;n_peaks_pred;multiplicity_pred;n_Hs_pred;atom_number_pred;peak_centers_pred;predCondition
TG(i-17:0/i-20:0/22:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C62H120O6/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-22-27-32-37-42-47-52-60(63)66-55-59(56-67-61(64)53-48-43-38-33-29-24-26-31-36-41-46-51-58(4)5)68-62(65)54-49-44-39-34-28-23-20-19-21-25-30-35-40-45-50-57(2)3/h57-59H,6-56H2,1-5H3/t59-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107180;;;;;;;;;;;;;;
TG(i-17:0/i-20:0/i-22:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C62H120O6/c1-56(2)48-42-36-30-24-18-13-9-7-8-10-15-21-27-33-39-45-51-60(63)66-54-59(55-67-61(64)52-46-40-34-28-23-17-20-26-32-38-44-50-58(5)6)68-62(65)53-47-41-35-29-22-16-12-11-14-19-25-31-37-43-49-57(3)4/h56-59H,7-55H2,1-6H3/t59-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107181;;;;;;;;;;;;;;
TG(17:0/20:0/22:0);[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C62H120O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-34-37-40-43-46-49-52-55-61(64)67-58-59(57-66-60(63)54-51-48-45-42-39-36-27-24-21-18-15-12-9-6-3)68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h59H,4-58H2,1-3H3/t59-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107183;;;;;;;;;;;;;;
TG(17:0/20:0/i-22:0);[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C62H120O6/c1-5-7-9-11-13-15-17-19-21-22-27-31-35-39-43-47-51-55-62(65)68-59(56-66-60(63)53-49-45-41-37-33-29-20-18-16-14-12-10-8-6-2)57-67-61(64)54-50-46-42-38-34-30-26-24-23-25-28-32-36-40-44-48-52-58(3)4/h58-59H,5-57H2,1-4H3/t59-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107184;;;;;;;;;;;;;;
TG(a-17:0/20:0/i-24:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C64H124O6/c1-6-8-9-10-11-12-13-14-15-18-23-26-29-36-41-46-51-56-64(67)70-61(58-69-63(66)55-50-45-40-35-31-30-33-38-43-48-53-60(5)7-2)57-68-62(65)54-49-44-39-34-28-25-22-20-17-16-19-21-24-27-32-37-42-47-52-59(3)4/h59-61H,6-58H2,1-5H3/t60?,61-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107185;;;;;;;;;;;;;;
TG(i-17:0/20:0/i-24:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C64H124O6/c1-6-7-8-9-10-11-12-13-14-17-22-25-30-36-41-46-51-56-64(67)70-61(58-69-63(66)55-50-45-40-35-31-26-28-33-38-43-48-53-60(4)5)57-68-62(65)54-49-44-39-34-29-24-21-19-16-15-18-20-23-27-32-37-42-47-52-59(2)3/h59-61H,6-58H2,1-5H3/t61-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107187;;;;;;;;;;;;;;
TG(17:0/i-20:0/i-24:0);[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C64H124O6/c1-6-7-8-9-10-11-12-13-24-29-34-39-44-49-54-62(65)68-57-61(70-64(67)56-51-46-41-36-31-26-21-20-23-28-33-38-43-48-53-60(4)5)58-69-63(66)55-50-45-40-35-30-25-19-17-15-14-16-18-22-27-32-37-42-47-52-59(2)3/h59-61H,6-58H2,1-5H3/t61-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107188;;;;;;;;;;;;;;
TG(17:0/20:0/i-24:0);[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C64H124O6/c1-5-7-9-11-13-15-17-19-21-24-29-33-37-41-45-49-53-57-64(67)70-61(58-68-62(65)55-51-47-43-39-35-31-20-18-16-14-12-10-8-6-2)59-69-63(66)56-52-48-44-40-36-32-28-26-23-22-25-27-30-34-38-42-46-50-54-60(3)4/h60-61H,5-59H2,1-4H3/t61-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107190;;;;;;;;;;;;;;
TG(a-17:0/20:0/a-25:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C65H126O6/c1-6-9-10-11-12-13-14-15-16-19-24-27-30-37-42-47-52-57-65(68)71-62(59-70-64(67)56-51-46-41-36-32-31-34-39-44-49-54-61(5)8-3)58-69-63(66)55-50-45-40-35-29-26-23-21-18-17-20-22-25-28-33-38-43-48-53-60(4)7-2/h60-62H,6-59H2,1-5H3/t60?,61?,62-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107191;;;;;;;;;;;;;;
TG(i-17:0/i-20:0/a-25:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C65H126O6/c1-7-61(6)53-47-41-35-29-23-17-12-10-8-9-11-13-18-24-30-36-42-48-54-63(66)69-57-62(58-70-64(67)55-49-43-37-31-26-20-22-28-34-40-46-52-60(4)5)71-65(68)56-50-44-38-32-25-19-15-14-16-21-27-33-39-45-51-59(2)3/h59-62H,7-58H2,1-6H3/t61?,62-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107192;;;;;;;;;;;;;;
TG(17:0/i-20:0/a-25:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C65H126O6/c1-6-8-9-10-11-12-13-14-25-30-35-40-45-50-55-63(66)69-58-62(71-65(68)57-52-47-42-37-32-27-22-21-23-28-33-38-43-48-53-60(3)4)59-70-64(67)56-51-46-41-36-31-26-20-18-16-15-17-19-24-29-34-39-44-49-54-61(5)7-2/h60-62H,6-59H2,1-5H3/t61?,62-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107193;;;;;;;;;;;;;;
TG(a-17:0/i-20:0/a-25:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C65H126O6/c1-7-60(5)52-46-40-34-28-22-18-13-11-9-10-12-14-19-23-30-36-42-48-54-63(66)69-57-62(58-70-64(67)55-49-43-37-31-26-25-29-35-41-47-53-61(6)8-2)71-65(68)56-50-44-38-32-24-20-16-15-17-21-27-33-39-45-51-59(3)4/h59-62H,7-58H2,1-6H3/t60?,61?,62-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107194;;;;;;;;;;;;;;
TG(i-17:0/20:0/a-25:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C65H126O6/c1-6-8-9-10-11-12-13-14-15-18-23-26-31-37-42-47-52-57-65(68)71-62(59-70-64(67)56-51-46-41-36-32-27-28-33-38-43-48-53-60(3)4)58-69-63(66)55-50-45-40-35-30-25-22-20-17-16-19-21-24-29-34-39-44-49-54-61(5)7-2/h60-62H,6-59H2,1-5H3/t61?,62-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107195;;;;;;;;;;;;;;
TG(17:0/20:0/a-25:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C65H126O6/c1-5-8-10-12-14-16-18-20-22-25-30-34-38-42-46-50-54-58-65(68)71-62(59-69-63(66)56-52-48-44-40-36-32-21-19-17-15-13-11-9-6-2)60-70-64(67)57-53-49-45-41-37-33-29-27-24-23-26-28-31-35-39-43-47-51-55-61(4)7-3/h61-62H,5-60H2,1-4H3/t61?,62-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107196;;;;;;;;;;;;;;
TG(17:0/a-21:0/8:0)[rac];[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C49H94O6/c1-5-8-10-12-13-14-15-16-20-23-26-29-33-37-41-48(51)54-44-46(43-53-47(50)40-36-31-11-9-6-2)55-49(52)42-38-34-30-27-24-21-18-17-19-22-25-28-32-35-39-45(4)7-3/h45-46H,5-44H2,1-4H3/t45?,46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107197;;;;;;;;;;;;;;
TG(i-17:0/a-21:0/8:0)[rac];[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C49H94O6/c1-6-8-9-27-34-39-47(50)53-42-46(43-54-48(51)40-35-30-25-21-18-14-15-19-23-28-32-37-44(3)4)55-49(52)41-36-31-26-22-17-13-11-10-12-16-20-24-29-33-38-45(5)7-2/h44-46H,6-43H2,1-5H3/t45?,46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107198;;;;;;;;;;;;;;
TG(17:0/i-21:0/8:0);[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-5-7-9-11-12-13-14-15-20-23-26-29-33-37-41-48(51)54-44-46(43-53-47(50)40-36-31-10-8-6-2)55-49(52)42-38-34-30-27-24-21-18-16-17-19-22-25-28-32-35-39-45(3)4/h45-46H,5-44H2,1-4H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107200;;;;;;;;;;;;;;
TG(a-17:0/i-21:0/8:0)[rac];[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-6-8-9-27-34-39-47(50)53-42-46(43-54-48(51)40-35-30-25-21-18-17-20-24-29-33-38-45(5)7-2)55-49(52)41-36-31-26-22-16-14-12-10-11-13-15-19-23-28-32-37-44(3)4/h44-46H,6-43H2,1-5H3/t45?,46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107202;;;;;;;;;;;;;;
TG(i-17:0/i-21:0/8:0);[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-6-7-8-27-34-39-47(50)53-42-46(43-54-48(51)40-35-30-25-21-18-14-16-20-24-29-33-38-45(4)5)55-49(52)41-36-31-26-22-17-13-11-9-10-12-15-19-23-28-32-37-44(2)3/h44-46H,6-43H2,1-5H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107203;;;;;;;;;;;;;;
TG(i-17:0/21:0/8:0);[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C49H94O6/c1-5-7-9-11-12-13-14-15-16-17-18-19-20-23-27-30-34-38-42-49(52)55-46(43-53-47(50)40-36-31-10-8-6-2)44-54-48(51)41-37-33-29-26-24-21-22-25-28-32-35-39-45(3)4/h45-46H,5-44H2,1-4H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107204;;;;;;;;;;;;;;
TG(17:0/21:0/8:0);[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C49H94O6/c1-4-7-10-13-15-17-19-21-23-24-25-26-28-30-32-34-37-40-43-49(52)55-46(44-53-47(50)41-38-35-12-9-6-3)45-54-48(51)42-39-36-33-31-29-27-22-20-18-16-14-11-8-5-2/h46H,4-45H2,1-3H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107205;;;;;;;;;;;;;;
TG(17:0/a-21:0/10:0)[rac];[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C51H98O6/c1-5-8-10-12-14-15-16-17-21-24-27-31-35-39-43-50(53)56-46-48(45-55-49(52)42-38-34-29-13-11-9-6-2)57-51(54)44-40-36-32-28-25-22-19-18-20-23-26-30-33-37-41-47(4)7-3/h47-48H,5-46H2,1-4H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107206;;;;;;;;;;;;;;
TG(i-17:0/a-21:0/10:0)[rac];[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C51H98O6/c1-6-8-9-10-24-31-36-41-49(52)55-44-48(45-56-50(53)42-37-32-27-22-19-15-16-20-25-29-34-39-46(3)4)57-51(54)43-38-33-28-23-18-14-12-11-13-17-21-26-30-35-40-47(5)7-2/h46-48H,6-45H2,1-5H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107207;;;;;;;;;;;;;;
TG(a-17:0/a-21:0/10:0)[rac];[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C51H98O6/c1-6-9-10-11-24-31-36-41-49(52)55-44-48(45-56-50(53)42-37-32-27-22-19-18-21-26-30-35-40-47(5)8-3)57-51(54)43-38-33-28-23-17-15-13-12-14-16-20-25-29-34-39-46(4)7-2/h46-48H,6-45H2,1-5H3/t46?,47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107208;;;;;;;;;;;;;;
TG(17:0/i-21:0/10:0);[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-5-7-9-11-13-14-15-16-21-24-27-31-35-39-43-50(53)56-46-48(45-55-49(52)42-38-34-29-12-10-8-6-2)57-51(54)44-40-36-32-28-25-22-19-17-18-20-23-26-30-33-37-41-47(3)4/h47-48H,5-46H2,1-4H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107209;;;;;;;;;;;;;;
TG(a-17:0/21:0/10:0)[rac];[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-5-8-10-12-14-15-16-17-18-19-20-21-22-23-28-32-36-40-44-51(54)57-48(45-55-49(52)42-38-34-29-13-11-9-6-2)46-56-50(53)43-39-35-31-27-25-24-26-30-33-37-41-47(4)7-3/h47-48H,5-46H2,1-4H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107210;;;;;;;;;;;;;;
TG(a-17:0/i-21:0/10:0)[rac];[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-6-8-9-10-24-31-36-41-49(52)55-44-48(45-56-50(53)42-37-32-27-22-19-18-21-26-30-35-40-47(5)7-2)57-51(54)43-38-33-28-23-17-15-13-11-12-14-16-20-25-29-34-39-46(3)4/h46-48H,6-45H2,1-5H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107211;;;;;;;;;;;;;;
TG(i-17:0/21:0/10:0);[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-5-7-9-11-13-14-15-16-17-18-19-20-21-24-28-32-36-40-44-51(54)57-48(45-55-49(52)42-38-34-29-12-10-8-6-2)46-56-50(53)43-39-35-31-27-25-22-23-26-30-33-37-41-47(3)4/h47-48H,5-46H2,1-4H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107213;;;;;;;;;;;;;;
TG(17:0/21:0/10:0);[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-4-7-10-13-16-18-20-22-24-25-26-27-29-31-33-36-39-42-45-51(54)57-48(46-55-49(52)43-40-37-34-15-12-9-6-3)47-56-50(53)44-41-38-35-32-30-28-23-21-19-17-14-11-8-5-2/h48H,4-47H2,1-3H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107214;;;;;;;;;;;;;;
TG(17:0/a-21:0/12:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C53H102O6/c1-5-8-10-12-14-16-17-18-22-25-29-33-37-41-45-52(55)58-48-50(47-57-51(54)44-40-36-32-27-15-13-11-9-6-2)59-53(56)46-42-38-34-30-26-23-20-19-21-24-28-31-35-39-43-49(4)7-3/h49-50H,5-48H2,1-4H3/t49?,50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107216;;;;;;;;;;;;;;
TG(i-17:0/a-21:0/12:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C53H102O6/c1-6-8-9-10-11-21-28-33-38-43-51(54)57-46-50(47-58-52(55)44-39-34-29-24-20-16-17-22-26-31-36-41-48(3)4)59-53(56)45-40-35-30-25-19-15-13-12-14-18-23-27-32-37-42-49(5)7-2/h48-50H,6-47H2,1-5H3/t49?,50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107217;;;;;;;;;;;;;;
TG(17:0/a-21:0/i-12:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C53H102O6/c1-6-8-9-10-11-12-13-14-18-21-24-27-33-38-43-51(54)57-46-50(47-58-52(55)44-39-34-30-29-31-36-41-48(3)4)59-53(56)45-40-35-28-25-22-19-16-15-17-20-23-26-32-37-42-49(5)7-2/h48-50H,6-47H2,1-5H3/t49?,50-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107219;;;;;;;;;;;;;;
TG(a-17:0/a-21:0/i-12:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C53H102O6/c1-7-48(5)40-34-28-21-17-13-11-9-10-12-14-20-24-32-38-44-53(56)59-50(46-58-52(55)43-37-31-26-25-27-33-39-47(3)4)45-57-51(54)42-36-30-23-19-16-15-18-22-29-35-41-49(6)8-2/h47-50H,7-46H2,1-6H3/t48?,49?,50-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107220;;;;;;;;;;;;;;
TG(a-17:0/21:0/12:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C53H102O6/c1-5-8-10-12-14-16-17-18-19-20-21-22-23-24-30-34-38-42-46-53(56)59-50(47-57-51(54)44-40-36-32-27-15-13-11-9-6-2)48-58-52(55)45-41-37-33-29-26-25-28-31-35-39-43-49(4)7-3/h49-50H,5-48H2,1-4H3/t49?,50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107222;;;;;;;;;;;;;;
TG(a-17:0/21:0/i-12:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C53H102O6/c1-6-8-9-10-11-12-13-14-15-16-17-18-19-20-25-28-35-40-45-53(56)59-50(47-58-52(55)44-39-34-30-29-31-36-41-48(3)4)46-57-51(54)43-38-33-27-24-22-21-23-26-32-37-42-49(5)7-2/h48-50H,6-47H2,1-5H3/t49?,50-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107223;;;;;;;;;;;;;;
TG(a-17:0/i-21:0/i-12:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-7-49(6)41-35-29-22-18-15-16-19-23-30-36-42-51(54)57-45-50(46-58-52(55)43-37-31-26-25-28-34-40-48(4)5)59-53(56)44-38-32-24-20-14-12-10-8-9-11-13-17-21-27-33-39-47(2)3/h47-50H,7-46H2,1-6H3/t49?,50-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107224;;;;;;;;;;;;;;
TG(a-17:0/i-21:0/12:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-6-8-9-10-11-21-28-33-38-43-51(54)57-46-50(47-58-52(55)44-39-34-29-24-20-19-23-27-32-37-42-49(5)7-2)59-53(56)45-40-35-30-25-18-16-14-12-13-15-17-22-26-31-36-41-48(3)4/h48-50H,6-47H2,1-5H3/t49?,50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107225;;;;;;;;;;;;;;
TG(i-17:0/21:0/i-12:0);[H][C@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C53H102O6/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-21-25-28-35-40-45-53(56)59-50(47-58-52(55)44-39-34-30-29-32-37-42-49(4)5)46-57-51(54)43-38-33-27-24-22-19-20-23-26-31-36-41-48(2)3/h48-50H,6-47H2,1-5H3/t50-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107226;;;;;;;;;;;;;;
TG(17:0/i-21:0/i-12:0);[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-6-7-8-9-10-11-12-13-18-21-24-27-33-38-43-51(54)57-46-50(47-58-52(55)44-39-34-30-29-32-37-42-49(4)5)59-53(56)45-40-35-28-25-22-19-16-14-15-17-20-23-26-31-36-41-48(2)3/h48-50H,6-47H2,1-5H3/t50-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107227;;;;;;;;;;;;;;
TG(i-17:0/i-21:0/12:0);[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-6-7-8-9-10-21-28-33-38-43-51(54)57-46-50(47-58-52(55)44-39-34-29-24-20-16-18-23-27-32-37-42-49(4)5)59-53(56)45-40-35-30-25-19-15-13-11-12-14-17-22-26-31-36-41-48(2)3/h48-50H,6-47H2,1-5H3/t50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107228;;;;;;;;;;;;;;
TG(i-17:0/i-21:0/i-12:0);[H][C@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-47(2)39-33-27-21-17-13-10-8-7-9-11-15-20-24-32-38-44-53(56)59-50(46-58-52(55)43-37-31-26-25-29-35-41-49(5)6)45-57-51(54)42-36-30-23-19-16-12-14-18-22-28-34-40-48(3)4/h47-50H,7-46H2,1-6H3/t50-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0107229;;;;;;;;;;;;;;
